"","Course.Identifier","College","Department","Merged","Subject.Code","Catalog.Number","Course.Description","Course.Level","Total.Student.Count","D_GRADE_COUNT","FAIL_GRADE_COUNT","WITHDRAW_GRADE_COUNT","DEW_COUNT","PASS_GRADE_COUNT","WITHDRAW_FULLMED_GRADE_COUNT","INCOMPLETE_UNGRADED_COUNT","TERM_LD","ACAD_YR_SID","Percent.D.Grade","Percent.E.Grade","Percent.W.Grade","Percent.DEW","Percent.Passed","Per.Full..Medical.Withdrawal","Per.Ungraded..Incomplete","P.F.Opt","Units","Mode","Class..","Sections","Total.Enroll","Max.Enroll","Rm.Cap","Early_Morning","Mid_Morning","Early_Afternoon","Mid_Afternoon","Evening","Asynchronous","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Laboratory","Lecture","Colloquim","Seminar","Workshop","Discussion","Studio","Practicum","In_Person","Full_Online","IntractTV","Hybrid","Live_Online","Reg_Session","First_Half_Session","Second_Half_Session","First_Third_Session","Second_Third_Session","Third_Third_Session","Ten_Week","Thirteen_Week","Other","College_Number"
"3300","Spring 2020_ANTH_354","College of Social & Behav Sci","Sch Middle E/N African Studies","ANTH_354","ANTH","354","Middle East Food Traditions","Upper Division",20,0,0,3,3,17,0,0,"Spring 2020",2020,0,0,15,15,85,0,0,"",3,"FullOnline",96267,1,20,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
"3301","Spring 2020_ANTH_395D","College of Social & Behav Sci","School of Anthropology","ANTH_395D","ANTH","395D","Spcl Tops Biologic Anth","Upper Division",25,0,1,0,1,23,1,0,"Spring 2020",2020,0,4,0,4,92,4,0,"",1,"In Person",85182,1,25,45,62,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3302","Spring 2020_ANTH_428A","College of Humanities","Religious Studies, Cmt","ANTH_428A","ANTH","428A","Globalization: Env & Religions","Upper Division",9,0,0,1,1,7,1,0,"Spring 2020",2020,0,0,11.1,11.1,77.8,11.1,0,"",3,"In Person",85006,1,9,15,32,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"3303","Spring 2020_ANTH_430","College of Humanities","Religious Studies and Classics","ANTH_430","ANTH","430","Ancient Greek Technology","Upper Division",8,0,1,0,1,7,0,0,"Spring 2020",2020,0,12.5,0,12.5,87.5,0,0,"",3,"In Person",96030,1,8,15,23,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"3304","Spring 2020_ANTH_431","College of Social & Behav Sci","School of Anthropology","ANTH_431","ANTH","431","Primate Sexuality","Upper Division",11,0,0,0,0,11,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,"In Person",71752,1,11,42,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3305","Spring 2020_ANTH_444","College of Social & Behav Sci","School of Anthropology","ANTH_444","ANTH","444","Intro To Medical Anth","Upper Division",42,0,1,0,1,40,1,0,"Spring 2020",2020,0,2.4,0,2.4,95.2,2.4,0,"",3,"In Person",93407,1,42,42,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3306","Spring 2020_ANTH_456A","College of Social & Behav Sci","School of Anthropology","ANTH_456A","ANTH","456A","Old World Prehistory","Upper Division",10,0,0,0,0,10,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,"In Person",97167,1,10,30,36,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3307","Spring 2020_ANTH_458","College of Social & Behav Sci","School of Anthropology","ANTH_458","ANTH","458","Historical Archaeology","Upper Division",9,0,0,1,1,8,0,0,"Spring 2020",2020,0,0,11.1,11.1,88.9,0,0,"",3,"In Person",93415,1,9,18,18,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3308","Spring 2020_ANTH_472","College of Social & Behav Sci","School of Anthropology","ANTH_472","ANTH","472","Zooarchaeo+Taphonomy:Lab","Upper Division",7,0,0,0,0,7,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,"In Person",93417,1,7,12,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3309","Spring 2020_ANTH_474","College of Social & Behav Sci","School of Anthropology","ANTH_474","ANTH","474","Archaeometry:Art+Archeo","Upper Division",8,0,1,0,1,7,0,0,"Spring 2020",2020,0,12.5,0,12.5,87.5,0,0,"",3,"In Person",93419,1,8,24,20,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3310","Spring 2020_ANTH_487","College of Social & Behav Sci","Gender and Womens Studies","ANTH_487","ANTH","487","Fem Interpretations of Health","Upper Division",19,0,1,0,1,18,0,0,"Spring 2020",2020,0,5.3,0,5.3,94.7,0,0,"",3,"FullOnline",96359,1,10,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4
"3311","Spring 2020_ANTH_487","College of Social & Behav Sci","Gender and Womens Studies","ANTH_487","ANTH","487","Fem Interpretations of Health","Upper Division",19,0,1,0,1,18,0,0,"Spring 2020",2020,0,5.3,0,5.3,94.7,0,0,"",3,"In Person",84900,1,9,25,25,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3312","Spring 2020_ANTH_490","College of Social & Behav Sci","Sch Middle E/N African Studies","ANTH_490","ANTH","490","Women Mid East Societ","Upper Division",9,0,0,0,0,9,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,"In Person",88652,1,9,30,33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3313","Spring 2020_ANTH_495D","College of Social & Behav Sci","School of Anthropology","ANTH_495D","ANTH","495D","Spcl Tops Biologic Anthro","Upper Division",9,0,0,0,0,9,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"Y",1,"In Person",95186,1,9,25,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3314","Spring 2020_ARB_101","College of Social & Behav Sci","Arabic","ARB_101","ARB","101","Elementary Arabic I","Lower Division",22,0,1,5,6,14,2,0,"Spring 2020",2020,0,4.5,22.7,27.3,63.6,9.1,0,"",5,"In Person",150098,2,22,56,2,0,2,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4
"3315","Spring 2020_ARB_102","College of Social & Behav Sci","Arabic","ARB_102","ARB","102","Elementary Arabic II","Lower Division",32,0,2,2,4,28,0,0,"Spring 2020",2020,0,6.3,6.3,12.5,87.5,0,0,"",5,"In Person",136267,2,32,60,26,1,1,0,0,0,0,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4
"3316","Spring 2020_ARB_401","College of Social & Behav Sci","Arabic","ARB_401","ARB","401","Intermediate Arabic I","Upper Division",15,0,0,0,0,15,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",5,"In Person",73407,1,8,20,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3317","Spring 2020_ARB_405","College of Social & Behav Sci","Arabic","ARB_405","ARB","405","Advanced Arabic I","Upper Division",10,0,0,0,0,10,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",5,"In Person",95716,1,10,20,25,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3318","Spring 2020_ARB_406","College of Social & Behav Sci","Arabic","ARB_406","ARB","406","Advanced Arabic II","Upper Division",13,0,0,0,0,13,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",5,"In Person",73558,1,13,20,21,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3319","Spring 2020_ARB_408","College of Social & Behav Sci","Arabic","ARB_408","ARB","408","4th Year Arabic II","Upper Division",11,0,1,0,1,10,0,0,"Spring 2020",2020,0,9.1,0,9.1,90.9,0,0,"",3,"In Person",81896,1,11,13,20,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3320","Spring 2020_ARB_450","College of Social & Behav Sci","Arabic","ARB_450","ARB","450","Arabic Language Variation","Upper Division",7,0,1,0,1,6,0,0,"Spring 2020",2020,0,14.3,0,14.3,85.7,0,0,"",3,"In Person",90187,1,7,20,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3321","Spring 2020_ARB_484B","College of Social & Behav Sci","Arabic","ARB_484B","ARB","484B","Interm Levantine Arb II","Upper Division",6,0,0,0,0,6,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,"In Person",90352,1,6,30,32,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3322","Spring 2020_AREC_101","College of Social & Behav Sci","Political Economy & Moral Sci","AREC_101","AREC","101","Ethics, Economy & Entrepreneur","Lower Division",79,0,0,0,0,78,1,0,"Spring 2020",2020,0,0,0,0,98.7,1.3,0,"",3,"In Person",188804,2,6,63,2,1,0,0,0,1,0,1,2,1,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4
"3323","Spring 2020_AREC_210","College of Agric and Life Sci","Agricultural & Resource Econ","AREC_210","AREC","210","Undrstg World of Commerce","Lower Division",15,0,1,0,1,13,1,0,"Spring 2020",2020,0,6.7,0,6.7,86.7,6.7,0,"",3,"In Person",179998,2,15,40,160,0,0,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"3324","Spring 2020_AREC_239","College of Agric and Life Sci","Agricultural & Resource Econ","AREC_239","AREC","239","Intro Stats & Data Anlys","Lower Division",53,1,0,1,2,50,1,0,"Spring 2020",2020,1.9,0,1.9,3.8,94.3,1.9,0,"",4,"FullOnline",180755,2,32,110,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1
"3325","Spring 2020_AREC_239","College of Agric and Life Sci","Agricultural & Resource Econ","AREC_239","AREC","239","Intro Stats & Data Anlys","Lower Division",53,1,0,1,2,50,1,0,"Spring 2020",2020,1.9,0,1.9,3.8,94.3,1.9,0,"",4,"In Person",461964,5,74,185,303,0,0,0,4,1,0,2,0,2,3,0,0,0,0,2,0,0,0,3,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1
"3326","Spring 2020_AREC_297","College of Agric and Life Sci","Agricultural & Resource Econ","AREC_297","AREC","297","Excel Applc for Economic Anlys","Lower Division",31,0,0,0,0,31,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",1,"In Person",85841,1,31,30,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3327","Spring 2020_AREC_360","College of Agric and Life Sci","Agricultural & Resource Econ","AREC_360","AREC","360","Poverty+Dvlpmt of Nation","Upper Division",56,0,4,11,15,41,0,0,"Spring 2020",2020,0,7.1,19.6,26.8,73.2,0,0,"",3,"In Person",76708,1,56,80,80,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3328","Spring 2020_AREC_373","Eller College of Management","Economics","AREC_373","AREC","373","Environmental Economics","Upper Division",15,0,0,1,1,13,1,0,"Spring 2020",2020,0,0,6.7,6.7,86.7,6.7,0,"",3,"In Person",165172,2,15,0,108,0,0,1,1,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"3329","Spring 2020_AREC_403","College of Agric and Life Sci","Agricultural & Resource Econ","AREC_403","AREC","403","Analysis of Economic Data","Upper Division",33,0,0,0,0,33,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,"In Person",50987,1,33,60,60,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3330","Spring 2020_AREC_450","College of Agric and Life Sci","Agricultural & Resource Econ","AREC_450","AREC","450","Fin Mgmnt:Agribusiness","Upper Division",19,0,0,0,0,19,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,"In Person",76709,1,19,55,60,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3331","Spring 2020_AREC_479","College of Agric and Life Sci","Agricultural & Resource Econ","AREC_479","AREC","479","Econ Analysis Water, Food, Env","Upper Division",16,0,0,1,1,15,0,0,"Spring 2020",2020,0,0,6.3,6.3,93.8,0,0,"",3,"In Person",92542,1,16,30,60,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3332","Spring 2020_ARH_329","College of Humanities","Religious Studies and Classics","ARH_329","ARH","329","Art History Cinema","Upper Division",317,2,8,8,18,294,5,0,"Spring 2020",2020,0.6,2.5,2.5,5.7,92.7,1.6,0,"",3,"FullOnline",95778,1,317,538,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
"3333","Spring 2020_ARH_338","College of Humanities","Religious Studies and Classics","ARH_338","ARH","338","Intro Roman Art+Arch","Upper Division",15,1,1,0,2,13,0,0,"Spring 2020",2020,6.7,6.7,0,13.3,86.7,0,0,"",3,"In Person",95192,1,15,40,44,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"3334","Spring 2020_ARH_412","College of Humanities","Religious Studies and Classics","ARH_412","ARH","412","Rome and Its Reception","Upper Division",6,0,2,0,2,4,0,0,"Spring 2020",2020,0,33.3,0,33.3,66.7,0,0,"",3,"In Person",94235,1,6,20,20,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"3335","Spring 2020_ARH_430","College of Social & Behav Sci","Gender and Womens Studies","ARH_430","ARH","430","Queer Cinema","Upper Division",12,0,0,0,0,12,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,"In Person",83780,1,12,20,24,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"3336","Spring 2020_ARH_465","College of Humanities","Religious Studies and Classics","ARH_465","ARH","465","Greek Pottery: Craft & Society","Upper Division",13,0,2,0,2,11,0,0,"Spring 2020",2020,0,15.4,0,15.4,84.6,0,0,"",3,"In Person",95710,1,13,30,30,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"3337","Spring 2020_ARH_477","College of Humanities","Religious Studies and Classics","ARH_477","ARH","477","Greek Architecture","Upper Division",9,0,1,1,2,7,0,0,"Spring 2020",2020,0,11.1,11.1,22.2,77.8,0,0,"",3,"In Person",92132,1,9,30,32,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"3338","Spring 2020_ART_329","College of Humanities","Religious Studies and Classics","ART_329","ART","329","Art History Cinema","Upper Division",169,2,11,4,17,150,2,0,"Spring 2020",2020,1.2,6.5,2.4,10.1,88.8,1.2,0,"",3,"FullOnline",95777,1,169,538,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
"3339","Spring 2020_ASM_301","College of Agric and Life Sci","Agricultural Education","ASM_301","ASM","301","Agricultur Systems Management","Upper Division",20,1,0,1,2,18,0,0,"Spring 2020",2020,5,0,5,10,90,0,0,"",3,"In Person",95489,1,20,50,20,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3340","Spring 2020_ASM_470","College of Agric and Life Sci","Agricultural Education","ASM_470","ASM","470","Scientific+Techn Sales","Upper Division",21,0,1,0,1,20,0,0,"Spring 2020",2020,0,4.8,0,4.8,95.2,0,0,"",3,"In Person",95490,1,21,50,20,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"3341","Spring 2020_ASTR_170A1","College of Science","Planetary Sciences","ASTR_170A1","ASTR","170A1","Plnt Earth:Evl Hab World","Lower Division",44,0,5,20,25,18,1,0,"Spring 2020",2020,0,11.4,45.5,56.8,40.9,2.3,0,"",3,"In Person",92863,1,44,60,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3342","Spring 2020_ASTR_170B1","College of Science","Astronomy","ASTR_170B1","ASTR","170B1","The Physical Universe","Lower Division",490,8,41,28,77,404,9,0,"Spring 2020",2020,1.6,8.4,5.7,15.7,82.4,1.8,0,"",3,"FullOnline",88810,1,38,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5
"3343","Spring 2020_ASTR_170B1","College of Science","Astronomy","ASTR_170B1","ASTR","170B1","The Physical Universe","Lower Division",490,8,41,28,77,404,9,0,"Spring 2020",2020,1.6,8.4,5.7,15.7,82.4,1.8,0,"",3,"In Person",662670,8,509,975,1506,5,1,2,0,0,0,3,2,3,2,4,0,0,0,5,0,0,0,3,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,5
"3344","Spring 2020_ASTR_170B2","College of Science","Planetary Sciences","ASTR_170B2","ASTR","170B2","Univ+Hum:Origin+Destiny","Lower Division",46,1,7,2,10,36,0,0,"Spring 2020",2020,2.2,15.2,4.3,21.7,78.3,0,0,"",3,"In Person",92866,1,46,60,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3345","Spring 2020_ASTR_170S1","College of Science","Planetary Sciences","ASTR_170S1","ASTR","170S1","Evolution of a Sustainable Wor","Lower Division",10,0,0,1,1,9,0,0,"Spring 2020",2020,0,0,10,10,90,0,0,"",3,"In Person",96422,1,10,10,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3346","Spring 2020_ASTR_201","College of Science","Astronomy","ASTR_201","ASTR","201","Cosmology","Lower Division",70,4,8,4,16,52,2,0,"Spring 2020",2020,5.7,11.4,5.7,22.9,74.3,2.9,0,"",3,"FullOnline",88811,1,28,40,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
"3347","Spring 2020_ASTR_201","College of Science","Astronomy","ASTR_201","ASTR","201","Cosmology","Lower Division",70,4,8,4,16,52,2,0,"Spring 2020",2020,5.7,11.4,5.7,22.9,74.3,2.9,0,"",3,"In Person",51159,1,42,215,215,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3348","Spring 2020_ASTR_202","College of Science","Astronomy","ASTR_202","ASTR","202","Life In The Universe","Lower Division",94,0,7,2,9,85,0,0,"Spring 2020",2020,0,7.4,2.1,9.6,90.4,0,0,"",3,"In Person",176767,2,94,430,430,1,1,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5
"3349","Spring 2020_ASTR_203","College of Science","Astronomy","ASTR_203","ASTR","203","Stars","Lower Division",142,3,6,7,16,123,3,0,"Spring 2020",2020,2.1,4.2,4.9,11.3,86.6,2.1,0,"",3,"In Person",51160,1,142,146,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3350","Spring 2020_ASTR_206","College of Science","Planetary Sciences","ASTR_206","ASTR","206","Exploring Our Solar System","Lower Division",25,0,1,0,1,24,0,0,"Spring 2020",2020,0,4,0,4,96,0,0,"",3,"In Person",92867,1,25,24,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3351","Spring 2020_ASTR_250","College of Science","Astronomy","ASTR_250","ASTR","250","Fund Of Astronomy","Lower Division",43,1,5,4,10,33,0,0,"Spring 2020",2020,2.3,11.6,9.3,23.3,76.7,0,0,"",3,"In Person",83515,1,43,51,51,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3352","Spring 2020_ASTR_300B","College of Science","Astronomy","ASTR_300B","ASTR","300B","Astronomy + Astrophysics","Upper Division",25,0,0,0,0,25,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,"In Person",87137,1,25,25,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3353","Spring 2020_ASTR_302","College of Science","Astronomy","ASTR_302","ASTR","302","Intro Observation Astr","Upper Division",34,0,1,1,2,32,0,0,"Spring 2020",2020,0,2.9,2.9,5.9,94.1,0,0,"",3,"In Person",144185,2,34,41,102,0,1,0,1,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5
"3354","Spring 2020_ASTR_320","College of Science","Astronomy","ASTR_320","ASTR","320","Phil+Hist Astr Thought","Upper Division",25,1,1,0,2,23,0,0,"Spring 2020",2020,4,4,0,8,92,0,0,"",3,"In Person",70187,1,25,51,51,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3355","Spring 2020_ASTR_333","College of Science","Astronomy","ASTR_333","ASTR","333","Astronomy and the Arts","Upper Division",12,0,1,1,2,10,0,0,"Spring 2020",2020,0,8.3,8.3,16.7,83.3,0,0,"Y",3,"In Person",78686,1,12,51,51,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3356","Spring 2020_ASTR_337","College of Science","Astronomy","ASTR_337","ASTR","337","Connecting with the Sky","Upper Division",9,1,0,0,1,8,0,0,"Spring 2020",2020,11.1,0,0,11.1,88.9,0,0,"",3,"In Person",170105,2,18,100,102,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5
"3357","Spring 2020_ASTR_400B","College of Science","Astronomy","ASTR_400B","ASTR","400B","Theoretical Astrophysics","Upper Division",31,0,0,0,0,31,0,0,"Spring 2020",2020,0,0,0,0,100,0,0,"",3,"In Person",51264,1,31,41,51,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3358","Spring 2020_ASTR_485","College of Science","Astronomy","ASTR_485","ASTR","485","Radio Astronomy","Upper Division",7,0,0,1,1,6,0,0,"Spring 2020",2020,0,0,14.3,14.3,85.7,0,0,"",3,"In Person",92746,1,7,8,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3359","Spring 2020_ATMO_170A1","College of Science","Hydrology & Atmospheric Sci","ATMO_170A1","ATMO","170A1","Intro Weather+Climate","Lower Division",359,5,25,35,65,285,9,0,"Spring 2020",2020,1.4,7,9.7,18.1,79.4,2.5,0,"",3,"FullOnline",72986,1,168,200,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5
"3360","Spring 2020_ATMO_170A1","College of Science","Hydrology & Atmospheric Sci","ATMO_170A1","ATMO","170A1","Intro Weather+Climate","Lower Division",359,5,25,35,65,285,9,0,"Spring 2020",2020,1.4,7,9.7,18.1,79.4,2.5,0,"",3,"In Person",144151,2,191,300,380,2,0,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5
"3361","Spring 2020_ATMO_336","College of Science","Hydrology & Atmospheric Sci","ATMO_336","ATMO","336","Weather,Climate+Society","Upper Division",103,0,3,15,18,83,2,0,"Spring 2020",2020,0,2.9,14.6,17.5,80.6,1.9,0,"",3,"FullOnline",154959,2,103,125,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,5
"3362","Spring 2020_ATMO_436A","College of Science","Hydrology & Atmospheric Sci","ATMO_436A","ATMO","436A","Fndmtls of Atmo Sciences","Upper Division",28,0,2,1,3,24,1,0,"Spring 2020",2020,0,7.1,3.6,10.7,85.7,3.6,0,"",3,"In Person",66840,1,25,35,38,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"3363","Spring 2020_BCOM_212","Eller College of Management","Management and Organizations","BCOM_212","BCOM","212","Comm Essentials in Econ","Lower Division",61,0,1,0,1,60,0,0,"Spring 2020",2020,0,1.6,0,1.6,98.4,0,0,"",3,"In Person",175273,2,61,60,100,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
"3364","Spring 2020_BCOM_214","Eller College of Management","Management and Organizations","BCOM_214","BCOM","214","Fundamentals of Bus Comm","Lower Division",701,0,4,2,6,693,2,0,"Spring 2020",2020,0,0.6,0.3,0.9,98.9,0.3,0,"",3,"FullOnline",84353,1,21,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2
